"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 13, 2018","86.02","85.89","86.27","85.19","7.56M","0.69%"
"Apr 12, 2018","85.43","86.19","86.83","85.41","6.86M","-0.56%"
"Apr 11, 2018","85.91","86.00","86.86","85.80","6.28M","-0.62%"
"Apr 10, 2018","86.45","86.84","87.10","85.66","9.73M","0.20%"
"Apr 09, 2018","86.28","86.85","87.45","86.24","8.37M","-0.47%"
"Apr 06, 2018","86.69","86.83","87.90","86.13","6.35M","-1.28%"
"Apr 05, 2018","87.81","87.60","88.34","87.05","6.38M","0.68%"
"Apr 04, 2018","87.22","85.60","87.50","85.44","6.54M","0.48%"
"Apr 03, 2018","86.80","86.25","86.95","85.55","9.70M","1.46%"
"Apr 02, 2018","85.55","88.00","88.24","84.84","19.13M","-3.84%"
"Mar 29, 2018","88.97","87.90","89.34","87.77","9.27M","1.37%"
"Mar 28, 2018","87.77","86.26","88.24","86.19","11.58M","2.00%"
"Mar 27, 2018","86.05","87.96","88.04","85.48","6.55M","-1.66%"
"Mar 26, 2018","87.50","86.22","87.69","86.11","9.20M","2.44%"
"Mar 23, 2018","85.42","87.35","87.74","85.28","10.13M","-1.97%"
"Mar 22, 2018","87.14","87.53","88.27","86.99","12.25M","-1.18%"
"Mar 21, 2018","88.18","87.89","89.68","87.68","11.84M","0.26%"
"Mar 20, 2018","87.95","87.86","88.15","87.37","8.26M","0.57%"
"Mar 19, 2018","87.45","88.91","89.08","87.10","12.05M","-1.93%"
"Mar 16, 2018","89.17","87.72","90.09","87.50","28.40M","1.90%"
"Mar 15, 2018","87.51","87.68","88.79","85.90","16.62M","-0.18%"
"Mar 14, 2018","87.67","88.51","88.99","87.50","11.04M","-0.71%"
"Mar 13, 2018","88.30","88.39","88.90","87.98","7.17M","0.26%"
"Mar 12, 2018","88.07","88.70","89.44","87.88","8.47M","-0.73%"
"Mar 09, 2018","88.72","88.24","88.72","87.53","9.75M","0.91%"
"Mar 08, 2018","87.92","87.77","88.13","87.34","9.59M","0.21%"
"Mar 07, 2018","87.74","87.98","88.53","87.33","11.45M","-1.48%"
"Mar 06, 2018","89.06","90.35","90.50","88.63","11.05M","-1.02%"
"Mar 05, 2018","89.98","88.14","90.50","88.07","13.38M","1.36%"
"Mar 02, 2018","88.77","87.27","88.90","87.24","19.04M","-0.35%"
"Mar 01, 2018","89.08","90.17","90.18","87.71","18.91M","-1.03%"
"Feb 28, 2018","90.01","92.00","92.10","90.00","14.14M","-1.65%"
"Feb 27, 2018","91.52","93.63","93.72","91.51","13.38M","-1.72%"
"Feb 26, 2018","93.12","92.90","93.80","92.22","14.70M","0.25%"
"Feb 23, 2018","92.89","92.88","93.49","91.76","12.79M","0.13%"
"Feb 22, 2018","92.77","91.43","93.39","91.31","20.36M","1.37%"
"Feb 21, 2018","91.52","95.11","95.34","91.24","49.50M","-2.75%"
"Feb 20, 2018","94.11","96.99","97.94","94.10","52.09M","-10.18%"
"Feb 16, 2018","104.78","103.09","104.94","101.98","16.06M","1.50%"
"Feb 15, 2018","103.23","102.55","103.64","101.83","7.49M","1.50%"
"Feb 14, 2018","101.70","100.86","102.25","100.21","7.31M","0.71%"
"Feb 13, 2018","100.98","99.33","101.22","99.33","6.62M","1.44%"
"Feb 12, 2018","99.55","100.13","100.44","98.80","9.14M","0.18%"
"Feb 09, 2018","99.37","100.53","101.10","96.43","14.18M","-0.65%"
"Feb 08, 2018","100.02","103.23","103.48","100.00","13.98M","-2.75%"
"Feb 07, 2018","102.85","100.50","104.59","100.01","11.17M","1.93%"
"Feb 06, 2018","100.90","97.64","101.08","97.25","16.41M","0.81%"
"Feb 05, 2018","100.09","103.40","104.61","97.09","12.56M","-4.20%"
"Feb 02, 2018","104.48","105.15","106.47","104.15","9.25M","-0.99%"
"Feb 01, 2018","105.52","105.96","106.56","105.18","6.39M","-1.01%"
"Jan 31, 2018","106.60","107.77","108.18","106.07","9.81M","-1.05%"
"Jan 30, 2018","107.73","109.14","109.36","107.15","9.18M","-1.66%"
"Jan 29, 2018","109.55","108.11","109.98","107.99","8.36M","1.07%"
"Jan 26, 2018","108.39","107.00","108.41","106.68","6.79M","1.68%"
"Jan 25, 2018","106.60","105.85","106.81","105.85","5.86M","0.77%"
"Jan 24, 2018","105.79","106.35","106.44","104.82","6.82M","-0.10%"
"Jan 23, 2018","105.90","105.29","106.14","104.57","8.29M","0.43%"
"Jan 22, 2018","105.45","104.50","105.45","104.04","7.31M","0.82%"
"Jan 19, 2018","104.59","104.64","104.93","103.66","8.38M","0.28%"
"Jan 18, 2018","104.30","104.74","104.94","103.62","12.31M","1.56%"
"Jan 17, 2018","102.70","101.15","102.94","100.70","8.68M","2.00%"
"Jan 16, 2018","100.69","101.34","101.91","100.34","7.17M","-0.18%"
"Jan 12, 2018","100.87","100.39","101.44","100.30","6.95M","0.85%"
"Jan 11, 2018","100.02","99.70","100.45","98.78","6.54M","0.35%"
"Jan 10, 2018","99.67","99.75","99.89","98.53","7.93M","-0.72%"
"Jan 09, 2018","100.39","102.03","102.35","100.31","7.31M","-1.20%"
"Jan 08, 2018","101.61","100.25","101.75","100.21","8.84M","1.48%"
"Jan 05, 2018","100.13","99.64","100.38","99.61","7.28M","0.59%"
"Jan 04, 2018","99.54","99.54","99.78","98.91","6.83M","0.09%"
"Jan 03, 2018","99.45","98.85","100.00","98.77","8.90M","0.87%"
"Jan 02, 2018","98.59","99.30","99.79","98.52","10.15M","-0.16%"
"Dec 29, 2017","98.75","99.40","99.69","98.75","7.14M","-0.65%"
"Dec 28, 2017","99.40","99.52","99.62","99.12","9.76M","0.14%"
"Dec 27, 2017","99.26","99.56","99.60","98.83","5.14M","0.10%"
"Dec 26, 2017","99.16","98.35","99.44","98.35","4.30M","0.97%"
"Dec 22, 2017","98.21","98.29","98.42","97.68","5.48M","0.15%"
"Dec 21, 2017","98.06","99.00","99.33","97.98","7.37M","-0.70%"
"Dec 20, 2017","98.75","99.45","99.65","98.45","10.73M","-0.05%"
"Dec 19, 2017","98.80","99.91","99.91","98.29","12.01M","0.92%"
"Dec 18, 2017","97.90","97.38","98.17","97.36","7.96M","0.81%"
"Dec 15, 2017","97.11","97.71","98.49","96.91","16.14M","-0.02%"
"Dec 14, 2017","97.13","98.00","98.57","97.10","9.39M","-0.64%"
"Dec 13, 2017","97.76","96.66","97.91","96.55","7.88M","1.10%"
"Dec 12, 2017","96.70","96.85","97.24","96.60","7.81M","-0.24%"
"Dec 11, 2017","96.93","96.44","97.27","96.29","8.93M","0.39%"
"Dec 08, 2017","96.55","96.67","96.70","96.14","5.82M","-0.24%"
"Dec 07, 2017","96.78","97.06","97.58","96.65","7.50M","-0.51%"
"Dec 06, 2017","97.28","97.99","98.14","97.24","7.14M","-0.56%"
"Dec 05, 2017","97.83","97.00","97.94","96.92","9.01M","0.85%"
"Dec 04, 2017","97.01","97.73","97.96","96.67","8.96M","-0.35%"
"Dec 01, 2017","97.35","97.61","97.71","96.23","8.30M","0.12%"
"Nov 30, 2017","97.23","98.09","98.44","96.51","12.85M","-0.34%"
"Nov 29, 2017","97.56","97.22","98.26","96.88","11.42M","0.82%"
"Nov 28, 2017","96.77","96.59","96.89","95.82","8.71M","0.16%"
"Nov 27, 2017","96.62","96.85","97.65","96.30","8.90M","0.00%"
"Nov 24, 2017","96.62","96.87","97.23","96.53","4.50M","0.22%"
"Nov 22, 2017","96.41","96.65","96.81","96.11","8.92M","-0.11%"
"Nov 21, 2017","96.52","97.74","97.92","96.32","12.75M","-0.98%"
"Nov 20, 2017","97.48","96.44","97.64","95.76","16.39M","0.01%"
"Nov 17, 2017","97.47","99.24","100.13","96.58","23.58M","-2.16%"
"Nov 16, 2017","99.62","95.12","99.68","94.72","38.12M","10.90%"
"Nov 15, 2017","89.83","90.34","90.85","89.65","8.43M","-1.38%"
"Nov 14, 2017","91.09","90.70","91.20","90.18","9.83M","0.11%"
"Nov 13, 2017","90.99","91.04","91.98","90.87","8.49M","0.08%"
"Nov 10, 2017","90.92","90.24","91.69","90.20","7.65M","0.69%"
"Nov 09, 2017","90.30","89.94","90.57","89.35","6.90M","0.04%"
"Nov 08, 2017","90.26","89.11","90.42","89.10","6.77M","1.47%"
"Nov 07, 2017","88.95","88.87","89.06","88.31","5.35M","0.28%"
"Nov 06, 2017","88.70","89.42","89.68","88.68","5.26M","-1.09%"
"Nov 03, 2017","89.68","89.02","89.88","88.76","6.51M","0.99%"
"Nov 02, 2017","88.80","88.28","89.17","87.80","5.18M","0.98%"
"Nov 01, 2017","87.94","87.07","88.39","87.00","6.18M","0.72%"
"Oct 31, 2017","87.31","86.86","87.46","86.60","6.01M","0.41%"
"Oct 30, 2017","86.95","87.94","87.95","86.39","7.05M","-1.38%"
"Oct 27, 2017","88.17","88.14","88.39","87.15","6.62M","-0.51%"
"Oct 26, 2017","88.62","88.66","89.11","88.02","6.48M","0.16%"
"Oct 25, 2017","88.48","87.85","88.60","87.43","6.41M","0.57%"
"Oct 24, 2017","87.98","88.69","88.80","87.91","7.70M","-0.76%"
"Oct 23, 2017","88.65","87.34","88.92","87.26","10.59M","1.38%"
"Oct 20, 2017","87.44","86.60","87.45","86.28","7.62M","1.20%"
"Oct 19, 2017","86.40","86.15","86.66","85.77","7.03M","0.21%"
"Oct 18, 2017","86.22","86.15","86.37","86.01","5.47M","0.28%"
"Oct 17, 2017","85.98","85.50","86.36","85.32","5.85M","0.28%"
"Oct 16, 2017","85.74","86.58","86.62","85.02","9.30M","-1.02%"
"Oct 13, 2017","86.62","86.24","86.95","86.24","9.39M","0.60%"
"Oct 12, 2017","86.10","85.70","86.37","85.06","12.88M","0.43%"
"Oct 11, 2017","85.73","84.58","86.29","84.10","18.56M","1.90%"
"Oct 10, 2017","84.13","82.68","84.88","82.61","25.12M","4.47%"
"Oct 09, 2017","80.53","79.50","81.38","79.40","13.49M","1.94%"
"Oct 06, 2017","79.00","78.78","79.17","78.25","6.25M","-0.52%"
"Oct 05, 2017","79.41","79.17","79.81","79.08","5.14M","0.40%"
"Oct 04, 2017","79.09","79.27","79.78","79.07","6.17M","-0.16%"
"Oct 03, 2017","79.22","78.83","79.66","78.75","7.94M","0.98%"
"Oct 02, 2017","78.45","77.90","78.83","77.50","7.71M","0.40%"
"Sep 29, 2017","78.14","78.85","79.00","77.98","10.35M","-1.03%"
"Sep 28, 2017","78.95","79.00","79.08","78.12","12.37M","-0.43%"
"Sep 27, 2017","79.29","79.42","79.57","78.67","6.31M","-0.13%"
"Sep 26, 2017","79.39","79.04","79.54","78.92","5.84M","0.30%"
"Sep 25, 2017","79.15","78.92","80.10","78.86","8.55M","-0.48%"
"Sep 22, 2017","79.53","79.89","80.08","79.25","5.76M","-0.60%"
"Sep 21, 2017","80.01","80.57","80.57","79.72","6.43M","-0.61%"
"Sep 20, 2017","80.50","80.17","80.56","79.87","5.32M","0.56%"
"Sep 19, 2017","80.05","80.18","80.46","79.70","6.17M","0.06%"
"Sep 18, 2017","80.00","80.21","81.12","79.95","8.18M","-0.47%"
"Sep 15, 2017","80.38","79.81","80.75","79.27","13.32M","0.88%"
"Sep 14, 2017","79.68","79.79","79.82","79.22","6.94M","-0.23%"
"Sep 13, 2017","79.86","79.61","80.68","79.59","8.82M","0.31%"
"Sep 12, 2017","79.61","79.30","79.91","79.17","6.00M","0.67%"
"Sep 11, 2017","79.08","79.15","79.35","78.66","7.00M","0.25%"
"Sep 08, 2017","78.88","79.74","79.88","77.73","10.00M","-1.55%"
"Sep 07, 2017","80.12","80.32","80.76","80.00","6.82M","0.05%"
"Sep 06, 2017","80.08","79.88","80.40","79.72","8.43M","0.35%"
"Sep 05, 2017","79.80","77.95","79.89","77.90","12.07M","1.82%"
"Sep 01, 2017","78.37","78.31","78.50","78.21","6.47M","0.38%"
"Aug 31, 2017","78.07","78.60","78.75","78.06","8.19M","-0.60%"
"Aug 30, 2017","78.54","78.82","79.10","78.52","5.83M","-0.29%"
"Aug 29, 2017","78.77","77.67","78.98","77.50","7.67M","0.95%"
"Aug 28, 2017","78.03","78.41","78.46","77.86","8.62M","-0.76%"
"Aug 25, 2017","78.63","78.50","79.09","78.48","9.90M","0.37%"
"Aug 24, 2017","78.34","80.61","80.88","77.85","19.13M","-2.03%"
"Aug 23, 2017","79.96","80.35","80.56","79.88","7.80M","-0.07%"
"Aug 22, 2017","80.02","79.80","80.16","79.71","6.55M","0.39%"
"Aug 21, 2017","79.71","79.12","80.07","78.79","9.61M","0.50%"
"Aug 18, 2017","79.31","79.62","80.35","79.28","9.75M","-0.49%"
"Aug 17, 2017","79.70","78.85","79.81","78.33","17.29M","-1.58%"
"Aug 16, 2017","80.98","81.27","81.44","80.54","11.54M","0.26%"
"Aug 15, 2017","80.77","80.83","81.40","80.54","7.07M","0.09%"
"Aug 14, 2017","80.70","80.59","81.24","80.50","7.79M","0.37%"
"Aug 11, 2017","80.40","80.73","81.25","80.36","7.91M","-0.32%"
"Aug 10, 2017","80.66","81.07","81.40","80.55","8.04M","-1.16%"
"Aug 09, 2017","81.61","81.11","81.99","80.90","6.61M","0.02%"
"Aug 08, 2017","81.59","81.17","81.86","80.90","7.38M","0.38%"
"Aug 07, 2017","81.28","80.57","81.45","80.54","5.48M","0.99%"
"Aug 04, 2017","80.48","81.06","81.40","80.21","7.14M","-0.48%"
"Aug 03, 2017","80.87","81.34","81.76","80.67","9.95M","0.42%"
"Aug 02, 2017","80.53","80.34","81.11","80.30","8.67M","0.04%"
"Aug 01, 2017","80.50","80.25","80.73","80.00","5.73M","0.64%"
"Jul 31, 2017","79.99","79.82","80.34","79.69","6.26M","0.23%"
"Jul 28, 2017","79.81","79.80","79.95","79.53","4.98M","0.04%"
"Jul 27, 2017","79.78","78.72","79.86","78.48","8.05M","1.12%"
"Jul 26, 2017","78.90","78.55","79.17","77.94","6.72M","0.48%"
"Jul 25, 2017","78.52","77.61","78.86","77.39","11.50M","2.12%"
"Jul 24, 2017","76.89","76.03","77.16","76.03","7.39M","0.97%"
"Jul 21, 2017","76.15","75.84","76.23","75.55","7.15M","0.17%"
"Jul 20, 2017","76.02","75.98","76.25","75.70","4.97M","0.20%"
"Jul 19, 2017","75.87","76.08","76.22","75.60","5.31M","-0.43%"
"Jul 18, 2017","76.20","76.25","76.54","76.00","4.31M","-0.22%"
"Jul 17, 2017","76.37","76.29","76.87","76.19","8.84M","0.04%"
"Jul 14, 2017","76.34","76.27","76.56","75.91","9.15M","1.72%"
"Jul 13, 2017","75.05","74.67","75.25","74.51","8.16M","1.50%"
"Jul 12, 2017","73.94","73.66","74.21","73.66","5.70M","0.64%"
"Jul 11, 2017","73.47","73.38","74.05","73.33","7.53M","0.33%"
"Jul 10, 2017","73.23","75.15","75.31","73.13","15.07M","-2.79%"
"Jul 07, 2017","75.33","75.65","75.82","75.05","5.31M","-0.19%"
"Jul 06, 2017","75.47","75.35","75.97","75.24","6.16M","0.20%"
"Jul 05, 2017","75.32","75.55","75.95","75.17","6.04M","-0.05%"
"Jul 03, 2017","75.36","75.84","76.34","75.08","4.85M","-0.42%"
"Jun 30, 2017","75.68","76.08","76.27","75.67","6.96M","-0.33%"
"Jun 29, 2017","75.93","76.25","76.32","75.48","7.06M","-0.76%"
"Jun 28, 2017","76.51","76.25","76.80","76.14","6.99M","0.66%"
"Jun 27, 2017","76.01","75.52","76.37","75.45","6.45M","0.68%"
"Jun 26, 2017","75.50","74.95","75.93","74.92","8.59M","0.88%"
"Jun 23, 2017","74.84","75.60","75.78","74.55","13.08M","-0.90%"
"Jun 22, 2017","75.52","76.03","76.06","75.30","8.11M","-0.94%"
"Jun 21, 2017","76.24","75.60","76.61","75.58","9.01M","0.93%"
"Jun 20, 2017","75.54","75.88","75.92","75.32","10.02M","0.05%"
"Jun 19, 2017","75.50","75.38","76.01","74.52","16.10M","0.35%"
"Jun 16, 2017","75.24","73.95","75.50","73.29","56.23M","-4.65%"
"Jun 15, 2017","78.91","79.18","79.30","77.76","11.30M","-1.24%"
"Jun 14, 2017","79.90","79.52","80.03","79.26","5.01M","0.48%"
"Jun 13, 2017","79.52","79.21","79.57","78.89","5.53M","0.35%"
"Jun 12, 2017","79.24","79.40","80.37","78.84","10.41M","-0.23%"
"Jun 09, 2017","79.42","79.03","79.56","78.72","9.41M","0.62%"
"Jun 08, 2017","78.93","79.58","80.13","78.23","10.93M","-0.28%"
"Jun 07, 2017","79.15","79.08","79.50","78.73","8.51M","0.28%"
"Jun 06, 2017","78.93","79.43","79.56","78.26","11.53M","-1.66%"
"Jun 05, 2017","80.26","79.60","80.47","79.48","10.15M","0.80%"
"Jun 02, 2017","79.62","79.80","79.93","79.22","8.00M","-0.24%"
"Jun 01, 2017","79.81","78.64","79.81","78.60","8.15M","1.54%"
"May 31, 2017","78.60","78.35","78.92","78.22","8.20M","0.58%"
"May 30, 2017","78.15","78.00","78.40","77.93","5.41M","0.03%"
"May 26, 2017","78.13","78.37","78.54","77.79","6.13M","-0.23%"
"May 25, 2017","78.31","78.36","78.85","78.15","6.13M","0.20%"
"May 24, 2017","78.15","78.56","78.61","78.14","7.50M","-0.43%"
"May 23, 2017","78.49","78.58","78.97","78.44","7.58M","-0.08%"
"May 22, 2017","78.55","78.65","79.00","78.30","8.90M","-0.28%"
"May 19, 2017","78.77","77.97","79.44","77.77","18.58M","1.59%"
"May 18, 2017","77.54","76.89","77.66","76.13","19.17M","3.22%"
"May 17, 2017","75.12","75.05","75.73","74.96","10.97M","0.01%"
"May 16, 2017","75.11","76.19","76.27","75.08","8.37M","-1.55%"
"May 15, 2017","76.29","75.80","76.47","75.80","8.84M","0.77%"
"May 12, 2017","75.71","75.95","76.25","75.37","5.89M","-0.55%"
"May 11, 2017","76.13","76.35","76.72","75.92","8.35M","-0.74%"
"May 10, 2017","76.70","76.33","76.78","76.19","7.51M","-0.03%"
"May 09, 2017","76.72","76.44","77.05","76.33","8.26M","0.79%"
"May 08, 2017","76.12","76.50","76.52","76.07","6.51M","-0.50%"
"May 05, 2017","76.50","76.42","76.60","76.18","5.60M","0.21%"
"May 04, 2017","76.34","75.93","76.39","75.83","5.50M","0.77%"
"May 03, 2017","75.76","75.40","75.88","75.18","5.52M","0.32%"
"May 02, 2017","75.52","75.30","75.71","75.25","7.32M","0.39%"
"May 01, 2017","75.23","75.09","75.72","75.09","6.17M","0.07%"
"Apr 28, 2017","75.18","75.24","75.44","74.93","7.33M","-0.34%"
"Apr 27, 2017","75.44","75.54","75.70","75.02","6.05M","0.01%"
"Apr 26, 2017","75.43","75.27","75.77","75.17","6.95M","0.51%"
"Apr 25, 2017","75.05","74.97","75.17","74.86","5.72M","0.36%"
"Apr 24, 2017","74.78","75.08","75.40","74.42","7.81M","-0.21%"
"Apr 21, 2017","74.94","74.74","75.11","74.60","5.76M","0.19%"
"Apr 20, 2017","74.80","74.14","75.11","74.11","7.68M","0.99%"
"Apr 19, 2017","74.07","74.10","74.38","73.86","5.94M","0.24%"
"Apr 18, 2017","73.89","73.54","74.10","73.48","6.63M","0.54%"
"Apr 17, 2017","73.49","73.16","73.58","73.15","5.47M","0.46%"
"Apr 13, 2017","73.15","73.37","73.66","73.15","5.34M","-0.39%"
"Apr 12, 2017","73.44","73.55","73.83","73.25","6.63M","0.01%"
"Apr 11, 2017","73.43","73.00","73.45","72.93","5.81M","0.51%"
"Apr 10, 2017","73.06","72.99","73.48","72.73","7.50M","0.22%"
"Apr 07, 2017","72.90","72.10","72.99","71.80","10.77M","2.06%"
"Apr 06, 2017","71.43","71.70","72.10","71.38","5.94M","-0.31%"
"Apr 05, 2017","71.65","71.64","72.31","71.56","6.35M","-0.50%"
"Apr 04, 2017","72.01","71.74","72.06","71.53","5.57M","0.25%"
"Apr 03, 2017","71.83","72.08","72.53","71.78","8.29M","-0.35%"
"Mar 31, 2017","72.08","71.32","72.56","71.23","9.94M","0.68%"
"Mar 30, 2017","71.59","70.69","71.72","70.64","8.14M","1.20%"
"Mar 29, 2017","70.74","70.35","71.18","70.31","6.99M","0.60%"
"Mar 28, 2017","70.32","69.33","70.37","69.33","7.25M","0.95%"
"Mar 27, 2017","69.66","69.52","70.07","69.36","5.79M","0.07%"
"Mar 24, 2017","69.61","69.99","70.17","69.53","5.86M","-0.36%"
"Mar 23, 2017","69.86","70.20","70.31","69.75","6.90M","-0.56%"
"Mar 22, 2017","70.25","70.03","70.34","69.72","6.46M","0.50%"
"Mar 21, 2017","69.90","70.17","70.40","69.69","8.75M","-0.11%"
"Mar 20, 2017","69.98","70.14","70.45","69.71","7.47M","0.13%"
"Mar 17, 2017","69.89","70.58","70.75","69.81","14.08M","-0.78%"
"Mar 16, 2017","70.44","70.11","70.70","70.07","7.06M","-0.20%"
"Mar 15, 2017","70.58","70.50","70.70","70.02","8.81M","-0.20%"
"Mar 14, 2017","70.72","70.82","71.20","70.72","9.96M","1.10%"
"Mar 13, 2017","69.95","69.99","70.45","69.71","6.80M","-0.21%"
"Mar 10, 2017","70.10","70.00","70.36","69.80","7.10M","0.34%"
"Mar 09, 2017","69.86","69.75","70.04","69.56","7.56M","0.09%"
"Mar 08, 2017","69.80","69.69","70.03","69.54","7.98M","-0.10%"
"Mar 07, 2017","69.87","69.90","70.21","69.86","7.28M","-0.01%"
"Mar 06, 2017","69.88","70.00","70.44","69.78","9.18M","-0.21%"
"Mar 03, 2017","70.03","70.81","71.02","69.88","9.30M","-1.03%"
"Mar 02, 2017","70.76","70.42","70.90","70.17","8.92M","0.44%"
"Mar 01, 2017","70.45","70.97","71.08","70.15","13.52M","-0.68%"
"Feb 28, 2017","70.93","70.87","71.00","70.00","15.95M","-1.13%"
"Feb 27, 2017","71.74","72.28","72.42","71.53","9.25M","-0.90%"
"Feb 24, 2017","72.39","71.34","72.80","71.30","13.89M","1.51%"
"Feb 23, 2017","71.31","72.00","72.50","71.16","12.80M","-0.56%"
"Feb 22, 2017","71.71","72.25","72.37","71.48","15.24M","0.36%"
"Feb 21, 2017","71.45","71.21","72.28","70.70","22.41M","3.00%"
"Feb 17, 2017","69.37","68.83","69.78","68.69","12.84M","0.73%"
"Feb 16, 2017","68.87","68.67","69.24","68.61","8.41M","0.26%"
"Feb 15, 2017","68.69","67.76","68.71","67.76","8.56M","0.04%"
"Feb 14, 2017","68.66","67.88","68.68","67.71","8.46M","1.31%"
"Feb 13, 2017","67.77","68.32","68.65","67.56","8.37M","-0.37%"
"Feb 10, 2017","68.02","68.25","68.60","67.76","12.45M","-1.53%"
"Feb 09, 2017","69.08","67.80","69.14","67.75","11.08M","1.87%"
"Feb 08, 2017","67.81","66.89","67.82","66.89","7.66M","1.38%"
"Feb 07, 2017","66.89","66.56","67.00","66.51","5.81M","0.74%"
"Feb 06, 2017","66.40","66.37","66.86","66.37","9.10M","-0.15%"
"Feb 03, 2017","66.50","66.82","66.93","66.44","7.63M","-0.30%"
"Feb 02, 2017","66.70","66.34","67.14","66.34","9.00M","0.71%"
"Feb 01, 2017","66.23","66.46","66.71","66.04","9.05M","-0.76%"
"Jan 31, 2017","66.74","66.21","66.89","65.88","9.32M","0.48%"
"Jan 30, 2017","66.42","65.63","66.48","65.63","8.64M","1.16%"
"Jan 27, 2017","65.66","66.86","66.97","65.28","13.43M","-1.60%"
"Jan 26, 2017","66.73","67.13","67.22","66.62","6.50M","-0.24%"
"Jan 25, 2017","66.89","67.52","67.73","66.79","8.72M","-0.76%"
"Jan 24, 2017","67.40","66.89","67.41","66.66","10.71M","1.13%"
"Jan 23, 2017","66.65","67.01","67.18","66.56","7.95M","-0.79%"
"Jan 20, 2017","67.18","67.74","67.83","67.02","12.05M","-0.65%"
"Jan 19, 2017","67.62","68.13","68.19","67.48","6.82M","-0.72%"
"Jan 18, 2017","68.11","67.88","68.11","67.54","7.32M","-0.45%"
"Jan 17, 2017","68.42","68.09","69.29","68.06","13.17M","1.92%"
"Jan 13, 2017","67.13","67.98","68.02","67.08","10.01M","-1.24%"
"Jan 12, 2017","67.97","68.36","68.56","67.92","6.54M","-0.82%"
"Jan 11, 2017","68.53","68.20","68.62","68.19","6.70M","0.44%"
"Jan 10, 2017","68.23","68.64","69.27","68.22","10.26M","-0.70%"
"Jan 09, 2017","68.71","68.33","68.80","68.32","8.69M","0.66%"
"Jan 06, 2017","68.26","68.41","68.50","68.01","9.49M","-1.37%"
"Jan 05, 2017","69.21","68.43","69.33","68.12","7.10M","0.22%"
"Jan 04, 2017","69.06","68.66","69.63","68.60","7.92M","0.58%"
"Jan 03, 2017","68.66","69.24","69.24","68.05","10.47M","-0.67%"
"Dec 30, 2016","69.12","69.12","69.43","68.83","6.89M","-0.20%"
"Dec 29, 2016","69.26","69.21","69.52","69.12","4.30M","-0.07%"
"Dec 28, 2016","69.31","69.94","70.00","69.26","4.88M","-0.56%"
"Dec 27, 2016","69.70","69.30","69.81","69.25","4.44M","0.23%"
"Dec 23, 2016","69.54","69.43","69.75","69.36","4.80M","-0.07%"
"Dec 22, 2016","69.59","71.24","71.24","69.21","12.11M","-2.32%"
"Dec 21, 2016","71.24","71.66","72.00","71.24","5.10M","-0.81%"
"Dec 20, 2016","71.82","71.73","71.93","71.51","6.11M","0.34%"
"Dec 19, 2016","71.58","70.84","71.75","70.84","5.89M","0.85%"
"Dec 16, 2016","70.98","71.07","71.64","70.59","17.84M","-0.14%"
"Dec 15, 2016","71.08","71.22","71.80","71.03","7.14M","-0.36%"
"Dec 14, 2016","71.34","71.90","72.48","71.18","8.67M","-0.64%"
"Dec 13, 2016","71.80","71.67","72.23","71.61","8.89M","0.18%"
"Dec 12, 2016","71.67","70.07","71.78","70.02","9.08M","2.27%"
"Dec 09, 2016","70.08","70.27","70.43","69.74","10.76M","-0.37%"
"Dec 08, 2016","70.34","70.48","70.90","70.32","6.84M","-0.37%"
"Dec 07, 2016","70.60","69.93","70.65","69.90","6.97M","0.34%"
"Dec 06, 2016","70.36","70.01","70.39","69.50","7.78M","0.60%"
"Dec 05, 2016","69.94","70.90","70.99","69.81","10.53M","-1.33%"
"Dec 02, 2016","70.88","70.58","70.95","70.45","6.67M","0.30%"
"Dec 01, 2016","70.67","70.25","70.73","70.05","6.85M","0.34%"
"Nov 30, 2016","70.43","70.92","71.16","70.17","9.33M","-1.32%"
"Nov 29, 2016","71.37","71.38","71.79","71.20","7.31M","0.25%"
"Nov 28, 2016","71.19","70.93","71.52","70.80","7.10M","-0.06%"
"Nov 25, 2016","71.23","71.11","71.65","70.98","4.23M","0.56%"
"Nov 23, 2016","70.83","70.22","70.89","70.18","7.44M","1.01%"
"Nov 22, 2016","70.12","69.73","70.42","69.73","10.98M","1.08%"
"Nov 21, 2016","69.37","68.61","69.40","68.42","8.36M","1.21%"
"Nov 18, 2016","68.54","68.93","69.40","68.44","11.14M","-0.94%"
"Nov 17, 2016","69.19","69.08","69.52","68.12","23.44M","-3.08%"
"Nov 16, 2016","71.39","71.75","72.06","71.33","11.19M","-0.04%"
"Nov 15, 2016","71.42","70.79","71.42","70.35","9.73M","1.32%"
"Nov 14, 2016","70.49","71.16","71.31","70.19","12.92M","-1.04%"
"Nov 11, 2016","71.23","71.11","71.28","70.60","8.22M","-0.22%"
"Nov 10, 2016","71.39","71.25","72.09","71.00","14.32M","0.41%"
"Nov 09, 2016","71.10","69.30","71.50","69.29","16.78M","1.88%"
"Nov 08, 2016","69.79","69.71","70.04","69.47","7.62M","0.01%"
"Nov 07, 2016","69.78","69.62","69.84","69.16","9.76M","0.90%"
"Nov 04, 2016","69.16","69.71","69.94","69.13","7.26M","-0.67%"
"Nov 03, 2016","69.63","69.63","70.08","69.35","6.80M","0.26%"
"Nov 02, 2016","69.45","69.20","69.97","69.20","7.65M","0.22%"
"Nov 01, 2016","69.30","69.98","70.06","69.14","8.84M","-1.03%"
